title;author;journal;year;source;pages;volume;document_type;doi;url;publisher;issn;status;
Wide-area control of power systems using cloud-in-the-loop feedback;Weiss, M. and Zhang, J. and Chakrabortty, A.;2016 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2016 - Proceedings;2017;Scopus;831-835;;conference;10.1109/GlobalSIP.2016.7905959;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019189235&doi=10.1109%2fGlobalSIP.2016.7905959&partnerID=40&md5=93085603819351040c2cbb48f7551256;;;Duplicated;
Fog computing middleware for distributed cooperative data analytics;Clemente, J. and Valero, M. and Mohammadpour, J. and Li, X. and Song, W.;2017 IEEE Fog World Congress, FWC 2017;2018;Scopus;1-6;;conference;10.1109/FWC.2017.8368520;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048882462&doi=10.1109%2fFWC.2017.8368520&partnerID=40&md5=bf979bf2a6e60a0aba7304c56e28d1cf;;;Duplicated;
Cloud-based manufacturing process monitoring for smart diagnosis services;Caggiano, Alessandra;INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING;2018;ISI Web of Science;612-623;31;article;10.1080/0951192X.2018.1425552;;;0951-192X;Duplicated;
Practical Privacy-preserving High-order Bi-Lanczos in Integrated Edge-Fog-Cloud Architecture for Cyber-Physical-Social Systems;Feng, Jun and Yang, Laurence T. and Zhang, Ronghao;ACM Trans. Internet Technol.;2019;ACM Digital Library;26:1--26:18;19;article;10.1145/3230641;http://doi.acm.org/10.1145/3230641;ACM;1533-5399;Duplicated;
Networking and communication for smart city systems;I. {Jawhar} and N. {Mohamed} and J. {Al-Jaroodi};;2017;IEEE Digital Library;1-7;;inproceedings;10.1109/UIC-ATC.2017.8397563;;;;Duplicated;
Cyber Physical Systems: Architectures, Protocols and Applications;Liu, Chi Harold and Zhang, Yan;;2015;ACM Digital Library;;;book;;;CRC Press, Inc.;;Duplicated;
Role Modeling of IoT Services in Industry Domains;Tsoutsa, P. and Fitsilis, P. and Ragos, O.;;2017;ACM Digital Library;290--295;;inproceedings;10.1145/3034950.3035002;http://doi.acm.org/10.1145/3034950.3035002;ACM;;Duplicated;
MTComm: A Semantic Ontology Based Internet Scale Communication Method of Manufacturing Services in a Cyber-Physical Manufacturing Cloud;S. M. N. A. {Sunny} and X. F. {Liu} and M. R. {Shahriar};;2017;IEEE Digital Library;121-128;;inproceedings;10.1109/IEEE.ICIOT.2017.22;;;;Duplicated;
Semantic Integration of Plug-and-Play Software Components for Industrial Edges Based on Microservices;W. {Dai} and P. {Wang} and W. {Sun} and X. {Wu} and H. {Zhang} and V. {Vyatkin} and G. {Yang};IEEE Access;2019;IEEE Digital Library;125882-125892;7;article;10.1109/ACCESS.2019.2938565;;;;Duplicated;
PLCloud: Comprehensive power grid PLC security monitoring with zero safety disruption;H. {Senyondo} and P. {Sun} and R. {Berthier} and S. {Zonouz};;2015;IEEE Digital Library;809-816;;inproceedings;10.1109/SmartGridComm.2015.7436401;;;;Duplicated;
Dependable Information Exchange for Next Generation Mobile Cyber-Physical Systems;K. {Navaie} and H. {Aghvami};IEEE Wireless Communications;2017;IEEE Digital Library;150-156;24;article;10.1109/MWC.2017.1600399;;;;Duplicated;
Integration of agent-based and Cloud Computing for the smart objects-oriented IoT;Fortino, G. and Guerrieri, A. and Russo, W. and Savaglio, C.;Proceedings of the 2014 IEEE 18th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2014;2014;Scopus;493-498;;conference;10.1109/CSCWD.2014.6846894;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904664101&doi=10.1109%2fCSCWD.2014.6846894&partnerID=40&md5=4886139ea75226f26c840cde94f28043;;;Duplicated;
Towards Independent In-Cloud Evolution of Cyber-Physical Systems;A. {Taherkordi} and F. {Eliassen};;2014;IEEE Digital Library;19-24;;inproceedings;10.1109/CPSNA.2014.12;;;;Duplicated;
Application of Fog Architecture Based on Multi-agent Mechanism in CPPS;H. {Wang} and Q. {Wang} and Y. {Li} and G. {Chen} and Y. {Tang};;2018;IEEE Digital Library;1-6;;inproceedings;10.1109/EI2.2018.8582467;;;;Duplicated;
Data Processing in Cyber-Physical-Social Systems Through Edge Computing;R. {Dautov} and S. {Distefano} and D. {Bruneo} and F. {Longo} and G. {Merlino} and A. {Puliafito};IEEE Access;2018;IEEE Digital Library;29822-29835;6;article;10.1109/ACCESS.2018.2839915;;;;Duplicated;
Cloud-Integrated Cyber-Physical Systems for Complex Industrial Applications;Shu, Zhaogang and Wan, Jiafu and Zhang, Daqiang and Li, Di;Mob. Netw. Appl.;2016;ACM Digital Library;865--878;21;article;10.1007/s11036-015-0664-6;http://dx.doi.org/10.1007/s11036-015-0664-6;Springer-Verlag New York, Inc.;1383-469X;Duplicated;
Table of contents;;;2014;IEEE Digital Library;v-x;;inproceedings;10.1109/ISORC.2014.7;;;;Rejected;
[Front cover];;;2016;IEEE Digital Library;c1-c1;;inproceedings;10.1109/ICPADS.2016.0001;;;;Rejected;
Table of contents;;;2014;IEEE Digital Library;v-xix;;inproceedings;10.1109/CloudCom.2014.9;;;;Rejected;
ScienceCloud '14: Proceedings of the 5th ACM Workshop on Scientific Cloud Computing;;;2014;ACM Digital Library;;;proceedings;;;ACM;;Rejected;
SCOPE '17: Proceedings of the 2Nd International Workshop on Science of Smart City Operations and Platforms Engineering;;;2017;ACM Digital Library;;;proceedings;;;ACM;;Rejected;
DEBS '13: Proceedings of the 7th ACM International Conference on Distributed Event-based Systems;;;2013;ACM Digital Library;;;proceedings;;;ACM;;Rejected;
DIM '13: Proceedings of the 2013 ACM Workshop on Digital Identity Management;;;2013;ACM Digital Library;;;proceedings;;;ACM;;Rejected;
Table of contents;;;2014;IEEE Digital Library;v-xi;;inproceedings;10.1109/SEAA.2014.9;;;;Rejected;
7th International Workshop on Service Orientation in Holonic and Multi-agent Manufacturing, SOHOMA 2017;;Studies in Computational Intelligence;2018;Scopus;;762;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042115948&partnerID=40&md5=d4d950e23ee1fdc73f3d6cbe2cbddba7;;;Rejected;
4th International Workshop on the Security of Industrial Control Systems and Cyber-Physical Systems, CyberICPS 2018 and 2nd International Workshop on Security and Privacy Requirements Engineering, SECPRE 2018 held in conjunction with 23rd European Symposium on Research in Computer Security, ESORICS 2018;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2019;Scopus;;11387 LNCS;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061362205&partnerID=40&md5=9bf32d11779ec88850084934cab9806a;;;Rejected;
2018 5th International Conference on Software Defined Systems, SDS 2018;;2018 5th International Conference on Software Defined Systems, SDS 2018;2018;Scopus;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048864591&partnerID=40&md5=e8ff784ea12f421244dd3da6469d5e66;;;Rejected;
5th European Conference on Service-Oriented and Cloud Computing, ESOCC 2016;;Communications in Computer and Information Science;2018;Scopus;;707;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042071565&partnerID=40&md5=451a318c81fbccd6bdc0c3541766f47b;;;Rejected;
15th International Conference on Service-Oriented Computing, ICSOC 2017, Workshop track: 2nd Workshop on Adaptive Service-Oriented and Cloud Applications, ASOCA 2017, 2nd Workshop on IoT Systems Provisioning and Management in Cloud Computing, ISyCC 2016, 13th International Workshop on Engineering Service-Oriented Applications and Cloud Services, WESOACS 2017 and Satellite Events;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018;Scopus;;10797 LNCS;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049044823&partnerID=40&md5=e1ede6dd768cb10ae93540804df68e13;;;Rejected;
8th International Conference on Model and Data Engineering, MEDI 2018;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018;Scopus;;11163 LNCS;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055829327&partnerID=40&md5=e964b77e5f24329141d1bf281f14ab3f;;;Rejected;
8th International Conference on Model and Data Engineering, MEDI 2018, International Workshop on Modeling, Verification and Testing of Dependable Critical Systems, DETECT 2018, Model and Data Engineering for Social Good Workshop, MEDI4SG 2018, 2nd International Workshop on Cybersecurity and Functional Safety in Cyber-Physical Systems, IWCFS 2018, International Workshop on Formal Model for Mastering Multifaceted Systems, REMEDY 2018;;Communications in Computer and Information Science;2018;Scopus;;929;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055797284&partnerID=40&md5=a21f18193814a744f138cfae9249c443;;;Rejected;
Confederated International International Workshop on Enterprise Integration, Interoperability and Networking, EI2N 2017, Fact Based Modeling, FBM 2017, Industry Case Studies Program, ICSP 2017, International Workshop on Methods, Evaluation, Tools and Applications for the Creation and Consumption of Structured Data for the e-Society, Meta4eS 2017, OnTheMove Academy, OTMA 2017 and ODBASE posters 2017, held as part of OTM 2017;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018;Scopus;;10697 LNCS;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045326287&partnerID=40&md5=4c67f972f420c67a1515b084f139b9f2;;;Rejected;
ACM International Conference Proceeding Series;;ACM International Conference Proceeding Series;2017;Scopus;;Part F130526;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030319996&partnerID=40&md5=87a7a10d39e3c1f326ac00ab7e7d23f7;;;Rejected;
Proceedings - 11th IEEE International Symposium on Service-Oriented System Engineering, SOSE 2017;;Proceedings - 11th IEEE International Symposium on Service-Oriented System Engineering, SOSE 2017;2017;Scopus;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022220518&partnerID=40&md5=aa5547b38dc30260a355e685701309fd;;;Rejected;
18th IFIP WG 5.5 Working Conference on Virtual Enterprises, PRO-VE 2017;;IFIP Advances in Information and Communication Technology;2017;Scopus;1-774;506;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029583243&partnerID=40&md5=0e4c05318e7e0a76cfe8e4f0c4922c05;;;Rejected;
14th International Conference on Service-Oriented Computing, ICSOC 2016 held in Conjuction with the 1st Workshop on Adaptive Service-Oriented and Cloud Applications, ASOCA 2016, 1st Workshop on IoT Systems Provisioning and Management in Cloud Computing, ISyCC 2016 and 2nd International Workshop on Big Data Services and Computational Intelligence, BSCI 2016;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;Scopus;;10380 LNCS;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034211585&partnerID=40&md5=e0987ac9616bc60020b1d8132fbe4edf;;;Rejected;
4th International Conference on Internet of Vehicles, IOV 2017;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;Scopus;;10689 LNCS;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036538358&partnerID=40&md5=73fe5489567a50b0dbaf6443d61c3f4c;;;Rejected;
11th International Conference on Ubiquitous Computing and Ambient Intelligence, UCAmI 2017;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;Scopus;1-858;10586 LNCS;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031418283&partnerID=40&md5=2f1347b347d3ea9ad2074715db894015;;;Rejected;
ENASE 2016 - Proceedings of the 11th International Conference on Evaluation of Novel Software Approaches to Software Engineering;;ENASE 2016 - Proceedings of the 11th International Conference on Evaluation of Novel Software Approaches to Software Engineering;2016;Scopus;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979584033&partnerID=40&md5=acd152619f550e4e0810ab865905ee47;;;Rejected;
15th International Conference on Algorithms and Architectures for Parallel Processing, ICA3PP 2015;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2015;Scopus;1-798;9530;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951921576&partnerID=40&md5=4c5ff060f4d4c035ed71c25e62650811;;;Rejected;
28th International Conference on Architecture of Computing Systems, ARCS 2015;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2015;Scopus;1-248;9017;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930437570&partnerID=40&md5=c5d4dde067d893325dca608e1f6ef06c;;;Rejected;
IFIP WG 5.7 International Conference on Advances in Production Management Systems, APMS 2015;;IFIP Advances in Information and Communication Technology;2015;Scopus;1-658;460;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951946903&partnerID=40&md5=4401be587b04f6ac85f74817c0aa9f4f;;;Rejected;
Proceedings of IEEE East-West Design and Test Symposium, EWDTS 2014;;Proceedings of IEEE East-West Design and Test Symposium, EWDTS 2014;2014;Scopus;349;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949090682&partnerID=40&md5=d2a9ac0306e65ba3f4f5a1c4239f9caf;;;Rejected;
3rd International Conference on Green Power, Materials and Manufacturing Technology and Applications, GPMMTA 2013;;Applied Mechanics and Materials;2014;Scopus;;484-485;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892702905&partnerID=40&md5=9ba462f5292b701bce8cdc9b997b979c;;;Rejected;
7th International Conference on Internet and Distributed Computing Systems, IDCS 2014;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2014;Scopus;1-456;8729 LNCS;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030324273&partnerID=40&md5=fb9f358396434dcb054111d56da38f72;;;Rejected;
4th International Conference on Cloud Computing, CloudComp 2013;;Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST;2014;Scopus;1-296;133;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943225028&partnerID=40&md5=ab42d17b7d798dcfd553d599ee20d6de;;;Rejected;
Proceedings - IEEE 17th International Symposium on Object/Component/Service-Oriented Real-Time Distributed Computing, ISORC 2014;;Proceedings - IEEE 17th International Symposium on Object/Component/Service-Oriented Real-Time Distributed Computing, ISORC 2014;2014;Scopus;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941286984&partnerID=40&md5=615a1036534c7a2db1a639cab8409431;;;Rejected;
HiCoNS 2013 - Proceedings of the 2nd ACM International Conference on High Confidence Networked Systems, Part of CPSWeek 2013;;HiCoNS 2013 - Proceedings of the 2nd ACM International Conference on High Confidence Networked Systems, Part of CPSWeek 2013;2013;Scopus;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877608597&partnerID=40&md5=6ba7d7e8aa2fa1ba5bf812e7afaa7914;;;Rejected;
2013 9th International Conference on Network and Service Management, CNSM 2013 and its three collocated Workshops - ICQT 2013, SVM 2013 and SETM 2013;;2013 9th International Conference on Network and Service Management, CNSM 2013 and its three collocated Workshops - ICQT 2013, SVM 2013 and SETM 2013;2013;Scopus;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897369597&partnerID=40&md5=ad9470b6857f92907f25ca2e256ff374;;;Rejected;
7th Annual Cyber Security and Information Intelligence Research Workshop: Energy Infrastructure Cyber Protection, CSIIRW11;;ACM International Conference Proceeding Series;2011;Scopus;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862874990&partnerID=40&md5=e77e37826d971031049c1963a219228e;;;Rejected;
23rd European Modeling and Simulation Symposium, EMSS 2011;;23rd European Modeling and Simulation Symposium, EMSS 2011;2011;Scopus;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871310693&partnerID=40&md5=c51a59f3a6277248966c581ec16e7569;;;Rejected;
Towards Development of Cyber-physical Systems Based on Integration of Heterogeneous Technologies;;Int. J. Comput. Appl. Technol.;2018;ACM Digital Library;129--136;58;article;;http://dl.acm.org/citation.cfm?id=3282652.3282656;Inderscience Publishers;0952-8091;Rejected;
Table of contents;;;2014;IEEE Digital Library;v-xii;;inproceedings;10.1109/WETICE.2014.7;;;;Rejected;
Guest Editorial: IEEE Systems Journals Special Issue on “Intelligent Internet of Things”;;IEEE Systems Journal;2016;IEEE Digital Library;1107-1110;10;article;10.1109/JSYST.2016.2517761;;;;Rejected;
Table of contents;;;2017;IEEE Digital Library;v-viii;;inproceedings;10.1109/ICSA.2017.9;;;;Rejected;
[Title page i];;;2016;IEEE Digital Library;i-i;;inproceedings;10.1109/WICSA.2016.1;;;;Rejected;
[Title page];;;2016;IEEE Digital Library;1-1;;inproceedings;10.1109/ICITSI.2016.7858181;;;;Rejected;
[Title page i];;;2016;IEEE Digital Library;i-i;;inproceedings;10.1109/CBSE.2016.1;;;;Rejected;
[Title page i];;;2011;IEEE Digital Library;i-i;;inproceedings;10.1109/WETICE.2011.1;;;;Rejected;
[Title page i];;;2015;IEEE Digital Library;i-i;;inproceedings;10.1109/ICPADS.2015.1;;;;Rejected;
[Title page i];;;2016;IEEE Digital Library;i-i;;inproceedings;10.1109/WETICE.2016.1;;;;Rejected;
Handbook on Securing Cyber-Physical Critical Infrastructure;Das, Sajal K. and Kant, Krishna and Zhang, Nan;;2012;ACM Digital Library;;;book;;;Morgan Kaufmann Publishers Inc.;;Rejected;
Advances in Production Management Systems: Innovative Production Management Towards Sustainable Growth IFIP WG 5.7 International Conference, APMS;Umeda, Shigeki;;2016;ACM Digital Library;;;book;;;Springer Publishing Company, Incorporated;;Rejected;
IoT: Building Arduino-Based Projects;Waher, Peter and Seneviratne, Pradeeka and Russell, Brian and Duren, Drew Van;;2016;ACM Digital Library;;;book;;;Packt Publishing;;Rejected;
Introduction to Computer Networks and Cybersecurity;Wu, Chwan-Hwa (John) and Irwin, J. David;;2013;ACM Digital Library;;;book;;;CRC Press, Inc.;;Rejected;
Unique Sense. A Smart Computing Prototype;Selvam, Vijaykumar and Balamurugan, M. and Saravanakumar, S. G.;;2016;ACM Digital Library;;;book;;;GRIN Verlag;;Rejected;
Practical Internet of Things Security: Design a Security Framework for an Internet Connected Ecosystem, 2Nd Edition;Russell, Brian and Duren, Drew Van;;2018;ACM Digital Library;;;book;;;Packt Publishing;;Rejected;
Cognitive Hyperconnected Digital Transformation: Internet of Things Intelligence Evolution;Vermesan, Ovidiu and Bacquet, Joel;;2017;ACM Digital Library;;;book;;;River Publishers;;Rejected;
Cloud and MEC Security;Okwuibe, Jude and Liyanage, Madhusanka and Ahmad, Ijaz and Ylianttila, Mika;;2018;Wiley;373-397;;inbook;10.1002/9781119293071.ch16;https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119293071.ch16;John Wiley & Sons, Ltd;;Rejected;
Secure Registration and Remote Attestation of IoT Devices Joining the Cloud: The Stack4Things Case of Study;Celesti, Antonio and Fazio, Maria and Longo, Francesco and Merlino, Giovanni and Puliafito, Antonio;;2017;Wiley;137-156;;inbook;10.1002/9781119226079.ch7;https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119226079.ch7;John Wiley & Sons, Ltd;;Rejected;
Keynote Talk 1;K. {Iwano};;2012;IEEE Digital Library;liv-liv;;inproceedings;10.1109/UIC-ATC.2012.179;;;;Rejected;
Keynote 2;K. M. {Chandy};;2012;IEEE Digital Library;xvii-xvii;;inproceedings;10.1109/MASCOTS.2012.10;;;;Rejected;
Resource allocation assisted by cloud computing in cyber-physical system (CPS);Manikandan, M. and Raghunathan, T. and Sundarrajan, M. and Akshya, J.;International Journal of Recent Technology and Engineering;2019;Scopus;1287-1290;8;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068893847&partnerID=40&md5=a39e409f66070652a06423a4afc5a8cf;;;Rejected;
Agile polymorphic software-defined fog computing platform for mobile wireless controllers and sensors;Gebre-Amlak, H. and Jabbari, A.M.A. and Chen, Y. and Choi, B.-Y. and Huang, C.-T. and Song, S.;International Journal of Internet Technology and Secured Transactions;2019;Scopus;426-445;9;article;10.1504/IJITST.2019.102798;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073238544&doi=10.1504%2fIJITST.2019.102798&partnerID=40&md5=b948403acbf4a60678fa839551194064;;;Rejected;
Fog computing: Introduction, architecture, analytics, and platforms;Balakrishnan, P. and Venkatesh, V. and Raj, P.;Handbook of Research on Cloud and Fog Computing Infrastructures for Data Science;2018;Scopus;68-84;;book;10.4018/978-1-5225-5972-6.ch004;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049711763&doi=10.4018%2f978-1-5225-5972-6.ch004&partnerID=40&md5=4d6e0aeea14afe8e1edbd1e4a76efbc4;;;Rejected;
Flight 4.0: The changing technology landscape of aeronautics;Durak, U.;Advances in Aeronautical Informatics: Technologies Towards Flight 4.0;2018;Scopus;3-13;;book;10.1007/978-3-319-75058-3_1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054381804&doi=10.1007%2f978-3-319-75058-3_1&partnerID=40&md5=6f5d0bffd548db359527e21f705556fe;;;Rejected;
Cyber physical computing for IoT-driven services;Hahanov, V.;Cyber Physical Computing for IoT-driven Services;2018;Scopus;1-279;;book;10.1007/978-3-319-54825-8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045711402&doi=10.1007%2f978-3-319-54825-8&partnerID=40&md5=84fbe5e08840130905ff3b4c81ff2aee;;;Rejected;
Self-aware computing systems;Kounev, S. and Kephart, J.O. and Milenkoski, A. and Zhu, X.;Self-Aware Computing Systems;2017;Scopus;1-722;;book;10.1007/978-3-319-47474-8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055399765&doi=10.1007%2f978-3-319-47474-8&partnerID=40&md5=1d0fbe6d2d86719c5bb026e52ad9619c;;;Rejected;
Digital twin workshop: a new paradigm for future workshop;Tao, F. and Zhang, M. and Cheng, J. and Qi, Q.;Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS;2017;Scopus;1-9;23;article;10.13196/j.cims.2017.01.001;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016456422&doi=10.13196%2fj.cims.2017.01.001&partnerID=40&md5=626fc0ee729595544c622143006bcb4f;;;Rejected;
Conjunct model of physical side on microgrid CPS;Liu, H. and Qiu, Y. and Mu, L.;Dianli Zidonghua Shebei/Electric Power Automation Equipment;2014;Scopus;27-32;34;article;10.3969/j.issn.1006-6047.2014.10.005;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908281479&doi=10.3969%2fj.issn.1006-6047.2014.10.005&partnerID=40&md5=f070e05bf96218d480723fcfdfc2d7fb;;;Rejected;
An Effective and Efficient Middleware for Supporting Distributed Query Processing in Large-Scale Cyber-Physical Systems;Cuzzocrea, A. and Cecilio, J. and Furtado, P.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2014;Scopus;124-135;8729;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921651053&partnerID=40&md5=a557b5f21b19ab1625fb7c2b2a573815;;;Rejected;
Secure cloud computing;Jajodia, S. and Kant, K. and Samarati, P. and Singhal, A. and Swarup, V. and Wang, C.;Secure Cloud Computing;2014;Scopus;1-343;9781461492788;book;10.1007/978-1-4614-9278-8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930881833&doi=10.1007%2f978-1-4614-9278-8&partnerID=40&md5=ec34a006b7979439f93f0298bcb25ded;;;Rejected;
Concept, architecture and challenging technologies of ubiquitous traffic information service system;Zhao, X.-M. and Hui, F. and Shi, X. and Ma, J.-Y. and Yang, L.;Jiaotong Yunshu Gongcheng Xuebao/Journal of Traffic and Transportation Engineering;2014;Scopus;105-115;14;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907543098&partnerID=40&md5=c6793ec2e7d0baf3a504aff06772152a;;;Rejected;
The SPD approach to deploy service-based applications in the cloud;Yangui, S. and Tata, S.;Concurrency Computation;2015;Scopus;3943-3960;27;article;10.1002/cpe.3367;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942686732&doi=10.1002%2fcpe.3367&partnerID=40&md5=b40f489d419ddfceed01a3bf6b2a99c5;;;Duplicated;
Power- A nd time-aware deep learning inference for mobile embedded devices;Kang, W. and Chung, J.;IEEE Access;2019;Scopus;3778-3789;7;article;10.1109/ACCESS.2018.2887099;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058891341&doi=10.1109%2fACCESS.2018.2887099&partnerID=40&md5=52856b297a38671c9da1664fa90396e0;;;Duplicated;
A Review of Cyber-Physical System Research Relevant to the Emerging IT Trends: Industry 4.0, IoT, Big Data, and Cloud Computing;Kim, Jin Ho;JOURNAL OF INDUSTRIAL INTEGRATION AND MANAGEMENT-INNOVATION AND ENTREPRENEURSHIP;2017;ISI Web of Science;;2;article;10.1142/S2424862217500117;;;2424-8622;Rejected;
Special issue on Big Data Security and Intelligent Data in Clouds (BDS-IDC);Hassan, Houcine and Yang, Laurence T. and Qiu, Meikang;CONCURRENCY AND COMPUTATION-PRACTICE \& EXPERIENCE;2017;ISI Web of Science;;29;article;10.1002/cpe.4215;;;1532-0626;Rejected;
Vehicular cloud networks: Challenges, architectures, and future directions;Mekki, Tesnim and Jabri, Issam and Rachedi, Abderrezak and ben Jemaa, Maher;VEHICULAR COMMUNICATIONS;2017;ISI Web of Science;268-280;9;article;10.1016/j.vehcom.2016.11.009;;;2214-2096;Rejected;
Reliable software technologies and communication middleware: A perspective and evolution directions for cyber-physical system, mobility, and cloud computing;Garcia-Valls, Marisol and Bellavista, Paolo and Gokhale, Aniruddha;FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE;2017;ISI Web of Science;171-176;71;article;10.1016/j.future.2017.02.037;;;0167-739X;Rejected;
Exploiting smart e-Health gateways at the edge of healthcare
Internet-of-Things:A fog computing approach;Rahmani, Amir M. and Gia, Tuan Nguyen and Negash, Behailu and Anzanpour, Arman and Azimi, Iman and Jiang, Mingzhe and Liljeberg, Pasi;FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE;2018;ISI Web of Science;641-658;78;article;10.1016/j.future.2017.02.014;;;0167-739X;Duplicated;
Security, Energy, and Performance-aware Resource Allocation Mechanisms for Computational Grids;Ko\lodziej, Joanna and Khan, Samee Ullah and Wang, Lizhe and Kisiel-Dorohinicki, Marek and Madani, Sajjad A. and Niewiadomska-Szynkiewicz, Ewa and Zomaya, Albert Y. and Xu, Cheng-Zhong;Future Gener. Comput. Syst.;2014;ACM Digital Library;77--92;31;article;10.1016/j.future.2012.09.009;http://dx.doi.org/10.1016/j.future.2012.09.009;Elsevier Science Publishers B. V.;0167-739X;Rejected;
BONSEYES: Platform for Open Development of Systems of Artificial Intelligence: Invited Paper;Llewellynn, Tim and Fernández-Carrobles, M. Milagro and Deniz, Oscar and Fricker, Samuel and Storkey, Amos and Pazos, Nuria and Velikic, Gordana and Leufgen, Kirsten and Dahyot, Rozenn and Koller, Sebastian and Goumas, Georgios and Leitner, Peter and Dasika, Ganesh and Wang, Lei and Tutschku, Kurt;;2017;ACM Digital Library;299--304;;inproceedings;10.1145/3075564.3076259;http://doi.acm.org/10.1145/3075564.3076259;ACM;;Rejected;
Towards hierarchical information architectures in automotive systems;M. E. {Jobst} and C. {Prehofer};;2016;IEEE Digital Library;41-46;;inproceedings;10.1109/EITEC.2016.7503695;;;;Rejected;
The high-speed Railway Safety Comprehensive Monitor and Control System based on the Cyber Physical System architecture;T. {Zhu} and Z. {Huang} and S. {Li} and W. {Liu};;2011;IEEE Digital Library;5591-5595;;inproceedings;;;;;Rejected;
